"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"SPE4A725T152Y","59--STRAP,TIEDOWN,ELECT","Proposed procurement for NSN 5975014622829 STRAP,TIEDOWN,ELECT: Line 0001 Qty 26716 UI EA Deliver To: DLA DISTRIBUTION JACKSONVILLE By: 0171 DAYS ADO Approved sources are 07418 S3175-4; 76301 9M1014-001. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","All Other Miscellaneous Electrical Equipment and Component Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T16P5","66--TRANSMITTER,POSITIO","Proposed procurement for NSN 6610014650790 TRANSMITTER,POSITIO: Line 0001 Qty 5 UI EA Deliver To: DLA DISTRIBUTION DEPOT OKLAHOMA By: 0171 DAYS ADO Approved source is 3BMV1 510000-2. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing","INSTRUMENTS AND LABORATORY EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7L125T258L","25--RACK,M1 TANK","Proposed procurement for NSN 2590014964092 RACK,M1 TANK: Line 0001 Qty 94 UI EA Deliver To: DLA DISTRIBUTION RED RIVER By: 0168 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 3, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Military Armored Vehicle, Tank, and Tank Component Manufacturing","VEHICULAR EQUIPMENT COMPONENTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A525T191S","66--TRANSMITTER,PRESSUR","Proposed procurement for NSN 6685012668893 TRANSMITTER,PRESSUR: Line 0001 Qty 5 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved source is 98659 100070. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Metal Container Manufacturing","INSTRUMENTS AND LABORATORY EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T14H7","49--REPAIR KIT,AIRCRAFT","Proposed procurement for NSN 4920015627516 REPAIR KIT,AIRCRAFT: Line 0001 Qty 16 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved sources are 4Z9A3 1209-9578-SA; 58960 1209-9578-SA. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Aircraft Parts and Auxiliary Equipment Manufacturing","MAINT/REPAIR SHOP EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T14E6","59--CABLE ASSEMBLY,SPEC","Proposed procurement for NSN 5995016741576 CABLE ASSEMBLY,SPEC: Line 0001 Qty 209 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0411 DAYS ADO Line 0002 Qty 1 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0090 DAYS ADO All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Current-Carrying Wiring Device Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T12W4","59--BRUSH,ELECTRICAL CONTA","Proposed procurement for NSN 5977013057785 BRUSH,ELECTRICAL CONTA: Line 0001 Qty 734 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved source is 18783 M-ESB011-12. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","All Other Miscellaneous Electrical Equipment and Component Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T13M5","66--TRANSMITTER,PRESSUR","Proposed procurement for NSN 6620015367799 TRANSMITTER,PRESSUR: Line 0001 Qty 28 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved source is 34345 ITQ-R36-1000-2500SG. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Engine Equipment Manufacturing","INSTRUMENTS AND LABORATORY EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T13U7","49--RADIOMETER PHOTOMET","Proposed procurement for NSN 4920015900962 RADIOMETER PHOTOMET: Line 0001 Qty 17 UI EA Deliver To: DLA DISTRIBUTION JACKSONVILLE By: 0171 DAYS ADO Approved source is 8W1E4 XRP-3000. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Commercial and Service Industry Machinery Manufacturing ","MAINT/REPAIR SHOP EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A725T141Q","15--RAIL,AIRFRAME,AIRCR","Proposed procurement for NSN 1560014606944 RAIL,AIRFRAME,AIRCR: Line 0001 Qty 4 UI EA Deliver To: DLA DISTRIBUTION DEPOT OKLAHOMA By: 0171 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Aircraft Parts and Auxiliary Equipment Manufacturing","AIRCRAFT/AIRFRAME STRUCTURE COMPTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A525T179T","66--TRANSMITTER,PRESSUR","Proposed procurement for NSN 6685014400701 TRANSMITTER,PRESSUR: Line 0001 Qty 15 UI EA Deliver To: W1A8 DLA DIST SAN JOAQUIN By: 0171 DAYS ADO Approved sources are 034H5 LD301-M51I-TU10-010-0; 0W4H7 LD301-M51I-TU10-010-ZN. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use","INSTRUMENTS AND LABORATORY EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A725T138E","15--FITTING,STRUCTURAL","Proposed procurement for NSN 1560010957340 FITTING,STRUCTURAL: Line 0001 Qty 406 UI EA Deliver To: DLA DISTRIBUTION JACKSONVILLE By: 0171 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Aircraft Parts and Auxiliary Equipment Manufacturing","AIRCRAFT/AIRFRAME STRUCTURE COMPTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A525T171E","66--TRANSMITTER,TEMPERA","Proposed procurement for NSN 6685009016890 TRANSMITTER,TEMPERA: Line 0001 Qty 15 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO Approved source is 02009 23934-3-6. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Measuring and Controlling Device Manufacturing","INSTRUMENTS AND LABORATORY EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A725T131L","29--VALVE,FUEL PRESSURI","Proposed procurement for NSN 2915007759195 VALVE,FUEL PRESSURI: Line 0001 Qty 2 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0171 DAYS ADO Line 0002 Qty 7 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0171 DAYS ADO Approved sources are 73760 AV17B1038D; 86090 6301. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Aircraft Engine and Engine Parts Manufacturing","ENGINE ACCESSORIES","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T10U8","53--RIVET,TUBULAR","Proposed procurement for NSN 5320009414068 RIVET,TUBULAR: Line 0001 Qty 24943 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0171 DAYS ADO Approved sources are 0B9R9 GYR8A-18; 21849 NAS18A14. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Hardware Manufacturing","HARDWARE AND ABRASIVES","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T10L9","51--JACK,SCREW,HAND","Proposed procurement for NSN 5120005660617 JACK,SCREW,HAND: Line 0001 Qty 27 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Saw Blade and Handtool Manufacturing ","HAND TOOLS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625T09D8","31--ROLLER,BEARING","Proposed procurement for NSN 3110012534486 ROLLER,BEARING: Line 0001 Qty 537 UI SE Deliver To: DLA DISTRIBUTION DEPOT OKLAHOMA By: 0171 DAYS ADO This is a source controlled drawing item. Approved sources are 26647 4004C6-6-22WE; 5XMS1 4004C6-6-22. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. The items furnished must meet the requirements of the drawing cited in the solicitation. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Ball and Roller Bearing Manufacturing","BEARINGS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A525T166B","59--CABLE ASSEMBLY,SPEC","Proposed procurement for NSN 5995015687256 CABLE ASSEMBLY,SPEC: Line 0001 Qty 12 UI EA Deliver To: W1A8 DLA DISTRIBUTION By: 0171 DAYS ADO The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Digitized drawings and Military Specifications and Standards may be retrieved, or ordered, electronically. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Current-Carrying Wiring Device Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7M525T083J","59--CONTACT ASSEMBLY,EL","Proposed procurement for NSN 5999011689893 CONTACT ASSEMBLY,EL: Line 0001 Qty 53 UI EA Deliver To: DLA DISTRIBUTION SAN DIEGO By: 0158 DAYS ADO Approved sources are 00779 591858-1; 14283 12079-20E-012. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 3, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7M425U0148","48--VALVE,LINEAR,DIRECT","Proposed procurement for NSN 4820015083389 VALVE,LINEAR,DIRECT: Line 0001 Qty 696 UI EA Deliver To: By: 0099 DAYS ADO This Solicitation may result in an Automated IDC (Indefinite Delivery Contract). The term of the contract/order will be one year or until the aggregate total of orders placed against the contract/order reach 250000.00. The estimated number of orders per year is 12. The Guaranteed Minimum quantity will be 104. Items will be shipped to various CONUS and OCONUS (via consolidation and containerization point) DLA Depots. Approved sources are 0CAG9 3359783; 75Q65 3359783. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Fluid Power Valve and Hose Fitting Manufacturing ","VALVES","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7L125T257P","10--LUG,BOMB DISPENSER","Proposed procurement for NSN 1095004835388 LUG,BOMB DISPENSER: Line 0001 Qty 798 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0294 DAYS ADO Line 0002 Qty 1 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0120 DAYS ADO All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 3, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","All Other Miscellaneous Fabricated Metal Product Manufacturing","WEAPONS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625U0473","59--CABLE ASSEMBLY,SPEC","Proposed procurement for NSN 5995016275187 CABLE ASSEMBLY,SPEC: Line 0001 Qty 14 UI EA Deliver To: By: 0016 DAYS ADO This Solicitation may result in an Automated IDC (Indefinite Delivery Contract). The term of the contract/order will be one year or until the aggregate total of orders placed against the contract/order reach 250000.00. The estimated number of orders per year is 4. The Guaranteed Minimum quantity will be 1. Items will be shipped to various CONUS and OCONUS (via consolidation and containerization point) DLA Depots. Approved source is 4J0A3 778927-01. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Electronic Component Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A725T122S","15--PLATE,STRUCTURAL,AI","Proposed procurement for NSN 1560013091752 PLATE,STRUCTURAL,AI: Line 0001 Qty 3 UI EA Deliver To: DLA DISTRIBUTION WARNER ROBINS By: 0524 DAYS ADO Line 0002 Qty 1 UI EA Deliver To: DLA DISTRIBUTION WARNER ROBINS By: 0180 DAYS ADO All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Mar 31, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Aircraft Parts and Auxiliary Equipment Manufacturing","AIRCRAFT/AIRFRAME STRUCTURE COMPTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE7L125T254S","10--PARTS KIT,GUN","Proposed procurement for NSN 1005013107394 PARTS KIT,GUN: Line 0001 Qty 327 UI KT Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0514 DAYS ADO Line 0002 Qty 1 UI EA Deliver To: DLA DISTRIBUTION DEPOT HILL By: 0120 DAYS ADO All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 3, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Small Arms, Ordnance, and Ordnance Accessories Manufacturing ","WEAPONS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE8E925T2196","45--HEATING ELEMENT,ELE","Proposed procurement for NSN 4520007242200 HEATING ELEMENT,ELE: Line 0001 Qty 19 UI EA Deliver To: W1A8 DLA DIST SAN JOAQUIN By: 0150 DAYS ADO Approved sources are 19857 17723-11; 19857 F20443ES; 65586 155-116078-001. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 3, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Heating Equipment (except Warm Air Furnaces) Manufacturing","PLUMBING, HEATING, WASTE DISPOSAL","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625U0497","61--WIRING HARNESS","Proposed procurement for NSN 6150015283437 WIRING HARNESS: Line 0001 Qty 13 UI EA Deliver To: By: 0035 DAYS ADO This Solicitation may result in an Automated IDC (Indefinite Delivery Contract). The term of the contract/order will be one year or until the aggregate total of orders placed against the contract/order reach 250000.00. The estimated number of orders per year is 4. The Guaranteed Minimum quantity will be 1. Items will be shipped to various CONUS and OCONUS (via consolidation and containerization point) DLA Depots. Approved source is 7M245 LT-WI-750-100. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Other Electronic Component Manufacturing","ELECTRIC WIRE, POWER DISTRIB EQPT","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
"SPE4A625U0444","59--CABLE ASSEMBLY,SPEC","Proposed procurement for NSN 5995016919137 CABLE ASSEMBLY,SPEC: Line 0001 Qty 16 UI EA Deliver To: By: 0051 DAYS ADO This Solicitation may result in an Automated IDC (Indefinite Delivery Contract). The term of the contract/order will be one year or until the aggregate total of orders placed against the contract/order reach 250000.00. The estimated number of orders per year is 2. The Guaranteed Minimum quantity will be 1. Items will be shipped to various CONUS and OCONUS (via consolidation and containerization point) DLA Depots. Approved source is 1NDX5 8A00601. The solicitation is an RFQ and will be available at the link provided in this notice. Hard copies of this solicitation are not available. Specifications, plans, or drawings are not available. All responsible sources may submit a quote which, if timely received, shall be considered. Quotes must be submitted electronically.","Apr 7, 2025","Mar 23, 2025","Mar 23, 2025","Combined Synopsis/Solicitation","Questions regarding this solicitation should be emailed to the buyer listed in block 5 of the solicitation document which can be found under the Additional Information link. If the Additional Information link does not work, please go to https://www.dibbs.bsm.dla.mil/Solicitations/ and type the solicitation number in the Global Search box.","Active","N/A","N/A","N/A","Current-Carrying Wiring Device Manufacturing","ELECTRICAL/ELECTRONIC EQPT COMPNTS","N/A","SBA Certified Women-Owned Small Business (WOSB) Program Set-Aside (FAR 19.15)"
